🕘️更新时间,#genre#
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=e765bb663396911e0fa027f64c4378a4811b733586444461515451642f01e401c61987a7256405e562f272d4a45cf003c8974fd47f47765203988df87102570687a04fcdd402aa62918f1cad2f$订阅源-1920x1080
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
东南卫视,http://139.129.231.228:50060/rtp/239.21.1.113:5002$山东电信组播源
东南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226341$订阅源-1920x1080
东南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265033/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265033&livemode=1&stbId=3$订阅源-IPv6-1920x1080
东南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225585/2/index.m3u8$订阅源-IPv6-1920x1080
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226341/index.m3u8$订阅源-IPv6-1920x1080
东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8$订阅源-1920x1080
东南卫视,https://www.freetv.top/migu/849116810.m3u8?migutoken=820d1dfe311ed9d88634dc040a64adbd8f30c96a6aec221a9807061025c02cc5be8e21cca6eb021eb76ad7333303e5dbe8e3ef24ad4aa58a274dc33ec25a3b373ddb6aee551e16ba35b3a9143a$订阅源-1920x1080
甘肃卫视,http://139.129.231.228:50060/rtp/239.21.2.22:5002$山东电信组播源
甘肃卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225633$订阅源-1920x1080
甘肃卫视,http://z.b.bkpcp.top/m.php?id=gsws$订阅源-1920x1080
甘肃卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226759/index.m3u8$订阅源-IPv6-1920x1080
甘肃卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001298/index.m3u8?$订阅源-IPv6-1920x1080
甘肃卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000023/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000023$订阅源-IPv6-1920x1080
甘肃卫视,http://livetv.wqwqwq.sbs/itv/5000000011000031121.m3u8?cdn=bestzb$订阅源-1920x1080
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
广西卫视,http://139.129.231.228:50060/rtp/239.21.1.39:5002$山东电信组播源
广西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226549$订阅源-1920x1080
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031118/1.m3u8$订阅源-IPv6-1920x1080
广西卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6-1920x1080
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw1546067216_-1703904154/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1674385956&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3$订阅源-IPv6-1920x1080
广西卫视,http://php.jdshipin.com:8880/cqyx.php?id=GUANGXIHD$订阅源-1920x1080
广西卫视,http://z.b.bkpcp.top/m.php?id=gxws$订阅源-1920x1080
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
贵州卫视,http://139.129.231.228:50060/rtp/239.21.1.166:5002$山东电信组播源
贵州卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226474$订阅源-1920x1080
贵州卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228136/index.m3u8$订阅源-IPv6-1920x1080
贵州卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000036$订阅源-IPv6-1920x1080
贵州卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6-1920x1080
贵州卫视,http://livetv.wqwqwq.sbs/itv/5000000004000025843.m3u8?cdn=bestzb$订阅源-1920x1080
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8$订阅源-1920x1080
海南卫视,http://139.129.231.228:50060/rtp/239.21.2.14:5002$山东电信组播源
海南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226465$订阅源-1920x1080
海南卫视,http://php.jdshipin.com:8880/cqyx.php?id=HAINANSD$订阅源-1920x1080
海南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
海南卫视,http://[2409:8087:1a0a:df::4035]:80/wh7f454c46tw2956885686_2095434499/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8?icpid=88888888&RTS=1713969785&from=4&hms_devid=1209&online=1713969785&vqe=3$订阅源-IPv6-1920x1080
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$订阅源-IPv6-1920x1080
海南卫视,http://z.b.bkpcp.top/m.php?id=hinws$订阅源-1920x1080
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
河北卫视,http://139.129.231.228:50060/rtp/239.21.1.168:5002$山东电信组播源
河北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226406$订阅源-1920x1080
河北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$订阅源-IPv6-1920x1080
河北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/index.m3u8$订阅源-IPv6-1920x1080
河北卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
河北卫视,http://php.jdshipin.com:8880/cqyx.php?id=HEBEISD$订阅源-1920x1080
河北卫视,http://livetv.wqwqwq.sbs/itv/5000000006000040016.m3u8?cdn=bestzb$订阅源-1920x1080
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
河南卫视,http://139.129.231.228:50060/rtp/239.21.2.37:5002$山东电信组播源
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480$订阅源-1920x1080
河南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000027/index.m3u8$订阅源-IPv6-1920x1080
河南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
河南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000369/index.m3u8?IASHttpSessionId=$订阅源-IPv6-1920x1080
河南卫视,http://php.jdshipin.com:8880/cqyx.php?id=HENANHD$订阅源-1920x1080
河南卫视,http://58.19.43.46:9901/tsfile/live/1006_1.m3u8$订阅源-1920x1080
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
吉林卫视,http://139.129.231.228:50060/rtp/239.21.2.49:5002$山东电信组播源
吉林卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226397$订阅源-1920x1080
吉林卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225851/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
吉林卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225680/2/index.m3u8$订阅源-IPv6-1920x1080
吉林卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002224/index.m3u8$订阅源-IPv6-1920x1080
吉林卫视,http://58.19.43.46:9901/tsfile/live/1007_1.m3u8$订阅源-1920x1080
吉林卫视,https://www.freetv.top/migu/947472500.m3u8?migutoken=250e0383e8b670fa08b2f4aa78646ab4e9e4735bed1322cea2c819836d2dadd00594d11d905be0e507f1b6ad9c856bff9f88ecb37c73574cc468f3487c6f0a09e3d08567a7abfc02dad5cf14b7$订阅源-1920x1080
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
江苏卫视,http://139.129.231.228:50060/rtp/239.21.1.89:5002$山东电信组播源
江苏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226310$订阅源-1920x1080
江苏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226310/index.m3u8$订阅源-IPv6-1920x1080
江苏卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000524$订阅源-IPv6-1920x1080
江苏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225743/2/index.m3u8$订阅源-IPv6-1920x1080
江苏卫视,http://58.19.43.46:9901/tsfile/live/1038_1.m3u8$订阅源-1920x1080
江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=89adf8885d4f1f9dee34a4e8d60f187e5b071ac9b79001260a0b66da9027070e0b861510da93cb5190da002ca87645e63e57bada2c65f959e8ef81f693c239f194d683ba2083252bbb0caeab96$订阅源-1920x1080
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
江西卫视,http://139.129.231.228:50060/rtp/239.21.1.167:5002$山东电信组播源
江西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226344$订阅源-1920x1080
江西卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226207/index.m3u8$订阅源-IPv6-1920x1080
江西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265032/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=3$订阅源-IPv6-1920x1080
江西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000268001/1.m3u8$订阅源-IPv6-1920x1080
江西卫视,http://58.19.43.46:9901/tsfile/live/1045_1.m3u8$订阅源-1920x1080
江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=e68adbe9de75b7e99dc3afe5aa965084775127e61b76140d0760b54c646a00fb202501f7efbf1cacd66da45725dac5db44885e0bc19831a43d79de05ef08a25bb2a4dc2d09810eb44a95952d05$订阅源-1920x1080
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
辽宁卫视,http://139.129.231.228:50060/rtp/239.21.1.164:5002$山东电信组播源
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546$订阅源-1920x1080
辽宁卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8?$订阅源-IPv6-1920x1080
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001945/1.m3u8$订阅源-IPv6-1920x1080
辽宁卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]:80/wh7f454c46tw513997223_-264209037/ott.mobaibox.com/PLTV/3/224/3221227380/index.m3u8?icpid=3&RTS=1674380629&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3$订阅源-IPv6-1920x1080
辽宁卫视,http://58.19.43.46:9901/tsfile/live/1041_1.m3u8$订阅源-1920x1080
辽宁卫视,http://120.192.226.35:8009/hls/54/index.m3u8$订阅源-720x576
内蒙古卫视,http://139.129.231.228:50060/rtp/239.21.1.41:5002$山东电信组播源
内蒙古卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225634$订阅源-1920x1080
内蒙古卫视,http://php.jdshipin.com:8880/cqyx.php?id=NEIMENGKUSD$订阅源-1920x1080
内蒙古卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221225664/index.m3u8$订阅源-IPv6-1920x1080
内蒙古卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000044/index.m3u8$订阅源-IPv6-1920x1080
内蒙古卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227244/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
内蒙古卫视,http://z.b.bkpcp.top/m.php?id=nmws$订阅源-1920x1080
宁夏卫视,http://139.129.231.228:50060/rtp/239.21.1.44:5002$山东电信组播源
宁夏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225632$订阅源-1920x1080
宁夏卫视,http://php.jdshipin.com:8880/cqyx.php?id=NINGXIA$订阅源-1920x1080
宁夏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6-1920x1080
宁夏卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000047$订阅源-IPv6-1920x1080
宁夏卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?IAS$订阅源-IPv6-1920x1080
宁夏卫视,http://z.b.bkpcp.top/m.php?id=nxws$订阅源-1920x1080
青海卫视,http://139.129.231.228:50060/rtp/239.21.1.43:5002$山东电信组播源
青海卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225628$订阅源-1920x1080
青海卫视,http://livetv.wqwqwq.sbs/itv/1000000002000013359.m3u8?cdn=ystenlive$订阅源-1920x1080
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/index.m3u8$订阅源-IPv6-1920x1080
青海卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225841/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
青海卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225841/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8$订阅源-1920x1080
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
山东卫视,http://139.129.231.228:50060/rtp/239.21.1.87:5002$山东电信组播源
山东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226456$订阅源-1920x1080
山东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$订阅源-IPv6-1920x1080
山东卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226162/index.m3u8$订阅源-IPv6-1920x1080
山东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225484/2/index.m3u8$订阅源-IPv6-1920x1080
山东卫视,http://z.b.bkpcp.top/m.php?=sdws$订阅源-1920x1080
山东卫视,http://110.53.52.63:8888/newlive/live/hls/29/live.m3u8$订阅源
山西卫视,http://139.129.231.228:50060/rtp/239.21.1.33:5002$山东电信组播源
山西卫视,http://58.19.43.46:9901/tsfile/live/1009_1.m3u8$订阅源-1920x1080
山西卫视,http://120.192.226.35:8009/hls/49/index.m3u8$订阅源-720x576
山西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225624/2.m3u8$订阅源-IPv6-1920x1080
山西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$订阅源-IPv6-1920x1080
山西卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6-1920x1080
山西卫视,http://120.238.94.10:9901/tsfile/live/1071_1.m3u8$订阅源
陕西卫视,http://139.129.231.228:50060/rtp/239.21.1.30:5002$山东电信组播源
陕西卫视,http://58.19.43.46:9901/tsfile/live/1013_1.m3u8$订阅源-1920x1080
陕西卫视,https://www.freetv.top/migu/738910838.m3u8?migutoken=2811d59f756bd877ff82baab357029babfd42a225de3fc15373dd44a1eebc8fbe99b4cb84744baa6a1a884e6234a5608467ca1188361e65f980ee6900e1e4d76728f01cb0b40114546b51af18f$订阅源-1920x1080
陕西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225625/2.m3u8$订阅源-IPv6-1920x1080
陕西卫视,http://[2409:8087:1a0a:df::404a]:80/wh7f454c46tw3334119019_-848365723/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8?icpid=88888888&RTS=1713970163&from=4&hms_devid=1212&online=1713970163&vqe=3$订阅源-IPv6-1920x1080
陕西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8$订阅源-IPv6-1920x1080
陕西卫视,https://www.freetv.top/migu/738910838.m3u8?migutoken=3899cd1daaa04f812c6d4b13126e3c00ad177635abc5559f1b596e814ff8eb3d745e7bd40b881206a2852a5ed041ca424112cf1d9b385c72ea9de42c8d86f45227af0f51a8b4f4c18a038a8e6d$订阅源-1920x1080
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
四川卫视,http://139.129.231.228:50060/rtp/239.21.2.15:5002$山东电信组播源
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338$订阅源-1920x1080
四川卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000025$订阅源-IPv6-1920x1080
四川卫视,http://[2409:8087:1a0a:df::402f]:80/wh7f454c46tw3886432740_-1280396412/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$订阅源-IPv6-1920x1080
四川卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
四川卫视,http://58.19.43.46:9901/tsfile/live/1043_1.m3u8$订阅源-1920x1080
四川卫视,http://live.wqwqwq.sbs/itv/5000000004000006119.m3u8?cdn=bestzb$订阅源-1920x1080
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
深圳卫视,http://139.129.231.228:50060/rtp/239.21.1.93:5002$山东电信组播源
深圳卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226313$订阅源-1920x1080
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225598/2/index.m3u8$订阅源-IPv6-1920x1080
深圳卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002140/index.m3u8$订阅源-IPv6-1920x1080
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000007410/1.m3u8$订阅源-IPv6-1920x1080
深圳卫视,http://php.jdshipin.com:8880/cqyx.php?id=SHENZHENHD$订阅源-1920x1080
深圳卫视,http://livetv.wqwqwq.sbs/itv/5000000004000007410.m3u8?cdn=bestzb$订阅源-1920x1080
三沙卫视,http://139.129.231.228:50060/rtp/239.21.2.9:5002$山东电信组播源
三沙卫视,http://php.jdshipin.com:8880/cqyx.php?id=SANSHASD$订阅源-1920x1080
三沙卫视,https://livessws.hnntv.cn/live/ssws20250114.m3u8?_upt=59ccdc261738935307$订阅源-1280x720
三沙卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227172/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
三沙卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/ott.mobaibox.com/PLTV/4/224/3221228626/index.m3u8$订阅源-IPv6-1920x1080
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?fmmv6$订阅源-IPv6-1920x1080
三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8$订阅源
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
天津卫视,http://139.129.231.228:50060/rtp/239.21.1.165:5002$山东电信组播源
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459$订阅源-1920x1080
天津卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000530/index.m3u8$订阅源-IPv6-1920x1080
天津卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6-1920x1080
天津卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226191/index.m3u8$订阅源-IPv6-1920x1080
天津卫视,http://120.192.226.35:8009/hls/44/index.m3u8$订阅源-720x576
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8$订阅源
西藏卫视,http://139.129.231.228:50060/rtp/239.21.1.46:5002$山东电信组播源
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638$订阅源-1920x1080
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws$订阅源-1920x1080
西藏卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221225698/index.m3u8$订阅源-IPv6-1920x1080
西藏卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000043/index.m3u8$订阅源-IPv6-1920x1080
西藏卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227217/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226433$订阅源-1920x1080
新疆卫视,http://139.129.231.228:50060/rtp/239.21.1.45:5002$山东电信组播源
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635$订阅源-1920x1080
新疆卫视,http://php.jdshipin.com:8880/cqyx.php?id=XINJIANGSD$订阅源-1920x1080
新疆卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000044/index.m3u8?IASHttpSessionId=$订阅源-IPv6-1920x1080
新疆卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000045/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000016$订阅源-IPv6-1920x1080
新疆卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000045/index.m3u8$订阅源-IPv6-1920x1080
新疆卫视,http://z.b.bkpcp.top/m.php?id=xjws$订阅源-1920x1080
云南卫视,http://139.129.231.228:50060/rtp/239.21.1.40:5002$山东电信组播源
云南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226444$订阅源-1920x1080
云南卫视,http://php.jdshipin.com:8880/cqyx.php?id=YUNNANSD$订阅源-1920x1080
云南卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226549/index.m3u8$订阅源-IPv6-1920x1080
云南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000035/index.m3u8$订阅源-IPv6-1920x1080
云南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6-1920x1080
云南卫视,http://z.b.bkpcp.top/m.php?id=ynws$订阅源-1920x1080

🌊港·澳·台,#genre#
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3$订阅源-1920x1080
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct$订阅源-1920x1080
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4$订阅源-1920x1080
明珠台,http://php.jdshipin.com:8880/iptv.php?id=mzt$订阅源-1920x1080
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720$订阅源

🎥咪咕直播,#genre#
咪咕直播1,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8$订阅源-IPv6-1920x1080
咪咕直播1,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000005308/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3$订阅源-IPv6-1920x1080
咪咕直播2,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8$订阅源-IPv6-1920x1080
咪咕直播2,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000005969/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3$订阅源-IPv6-1920x1080
咪咕直播3,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8$订阅源-IPv6-1920x1080
咪咕直播3,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3$订阅源-IPv6-1920x1080
咪咕直播3,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=YanG-1989$订阅源-IPv6-1920x1080
咪咕直播4,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8$订阅源-IPv6-1920x1080
咪咕直播4,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3$订阅源-IPv6-1920x1080
咪咕直播4,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=YanG-1989$订阅源-IPv6-1920x1080
咪咕直播5,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8$订阅源-IPv6-1920x1080
咪咕直播5,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3$订阅源-IPv6-1920x1080
咪咕直播5,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=YanG-1989$订阅源-IPv6-1920x1080
咪咕直播6,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3$订阅源-IPv6-1920x1080
咪咕直播6,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=YanG-1989$订阅源-IPv6-1920x1080
咪咕直播7,http://[2409:8087:5e08:24::15]:6610/000000001000/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3$订阅源-IPv6-1920x1080
